product,rate_mfn,rate_applied,tariff_lines,is_traded
"853339 - Electrical resistors; wirewound variable, including rheostats and potentiometers, for a power handling capacity exceeding 20W (excluding heating)",0,0,1,Yes
"853340 - Electrical resistors; variable, including rheostats and potentiometers (excluding heating)",0,0,1,Yes
853390 - Resistors; parts of the resistors of heading no. 8533,0,0,1,Yes
853400 - Circuits; printed,0,0,4,Yes
"853540 - Electrical apparatus; lightning arresters, voltage limiters and surge suppressors (for a voltage exceeding 1000 volts)",0,0,1,Yes
"853630 - Electrical apparatus; for protecting electrical circuits, n.e.s. in heading no. 8536, for a voltage not exceeding 1000 volts",0,0,3,Yes
"853649 - Electrical apparatus; relays, for a voltage exceeding 60 volts",0,0,2,Yes
"853650 - Electrical apparatus; switches n.e.s. in heading no. 8536, for a voltage not exceeding 1000 volts",0,0,12,Yes
"853670 - Connectors for optical fibres, optical fibre bundles or cables",0,0,3,Yes
"853810 - Electrical apparatus; parts (eg boards, panels, consoles, desks, cabinets, other bases), for goods of heading no. 8537, not equipped with their apparatus",0,0,6,Yes
"853890 - Electrical apparatus; parts suitable for use solely or principally with the apparatus of heading no. 8535, 8536 or 8537",0,0,5,Yes
853990 - Lamps; parts of the lamps of heading no. 8539,0,0,4,Yes
"854011 - Tubes; cathode-ray television picture tubes, including video monitor cathode-ray tubes, colour",0,0,1,No
"854012 - Tubes; cathode-ray television picture tubes, including video monitor cathode-ray tubes, black and white or other monochrome",0,0,1,No
"854020 - Tubes; television camera tubes, image converters and intensifiers, other photo-cathode tubes",0,0,1,Yes
"854040 - Data/graphic display tubes, monochrome; data/graphic display tubes, colour, with a phosphor dot screen pitch smaller than 0,4 mm",0,0,2,Yes
854060 - Other cathode ray tubes,0,0,1,Yes
854071 - Magnetrons,0,0,1,Yes
854079 - Other,0,0,1,Yes
854081 - Valves and tubes; receiver or amplifier,0,0,1,Yes
854089 - Valves and tubes; n.e.s. in heading no. 8540,0,0,1,Yes
854091 - Tubes; parts of cathode-ray tubes,0,0,1,Yes
"854099 - Valves and tubes; parts of the valves and tubes of heading no. 8540, excluding parts of cathode-ray tubes",0,0,1,Yes
"854110 - Electrical apparatus; diodes, other than photosensitive or light emitting diodes",0,0,1,Yes
"854121 - Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of less than 1W",0,0,1,Yes
"854129 - Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of 1W or more",0,0,1,Yes
"854130 - Electrical apparatus; thyristors, diacs and triacs, other than photosensitive devices",0,0,1,Yes
854160 - Crystals; mounted piezo-electric,0,0,1,Yes
"854190 - Electrical apparatus; parts for diodes, transistors and similar semiconductor devices and photosensitive semiconductor devices",0,0,1,Yes
"854231 - Processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",0,0,1,Yes
854232 - Memories,0,0,1,Yes
854233 - Amplifiers,0,0,1,Yes
854239 - Other,0,0,1,Yes
854290 - Electronic circuits and microassemblies; parts of the electrical goods of heading no. 8542,0,0,1,Yes
854310 - Electrical machines and apparatus; particle accelerators,0,0,1,Yes
"854320 - Electrical machines and apparatus; signal generators, having individual functions n.e.s. in chapter 85",0,0,1,Yes
"854330 - Electrical machines and apparatus; for electroplating, electrolysis or electrophoresis, having individual functions n.e.s. in chapter 85",0,0,3,Yes
854340 - Electric fence energisers,0,0,1,No
854390 - Electrical machines and apparatus; parts of the electrical goods of heading no. 8543,0,0,5,Yes
854470 - Insulated electric conductors; optical fibre cables,0,0,2,Yes
"854511 - Carbon electrodes; with or without metal, of a kind used for furnaces",0,0,1,Yes
"854519 - Carbon electrodes; with or without metal, of a kind used for other than furnaces",0,0,1,Yes
"854520 - Carbon brushes; with or without metal, used for electrical purposes",0,0,1,Yes
"854590 - Carbon; lamp carbons, battery carbons and other articles of graphite or other carbon, with or without metal, of a kind used for electrical purposes",0,0,1,Yes
854610 - Electrical insulators; of glass,0,0,1,Yes
854620 - Electrical insulators; of ceramics,0,0,2,Yes
854690 - Electrical insulators; other than of glass and ceramics,0,0,1,Yes
"854710 - Insulating fittings; of ceramics, for electrical machines, of insulating material only (except minor assembly parts), excluding those of heading no. 8546",0,0,1,Yes
"854720 - Insulating fittings; of plastics, for electrical machines, of insulating material only (except minor assembly parts), excluding those of heading no. 8546",0,0,1,Yes
"854790 - Insulating fittings; (other than of ceramics or plastics), for electrical machines, appliances and equipment, excluding insulators of heading no. 8546",0,0,2,Yes
"854800 - Electrical apparatus; parts of machinery and apparatus, n.e.s. in chapter 85",0,0,1,Yes
"860719 - Railway or tramway locomotives or rolling stock; parts, axles and wheels, and parts thereof",0,0,1,Yes
"860721 - Railway or tramway locomotives or rolling stock; parts, air brakes and parts thereof",0,0,1,Yes
"860729 - Railway or tramway locomotives or rolling stock; parts, brakes (other than air brakes) and parts thereof",0,0,1,Yes
860791 - Railway or tramway locomotives; parts n.e.s. in heading no. 8607,0,0,1,Yes
860799 - Railway or tramway rolling stock; parts n.e.s. in heading no. 8607,0,0,1,Yes
"860800 - Railway or tramway track fixtures and fittings; mechanical (including electro-mechanical) signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields; parts thereof",0,0,2,Yes
860900 - Containers; (including containers for transport of fluids) specially designed and equipped for carriage by one or more modes of transport,0,0,2,Yes
"871000 - Tanks and other armoured fighting vehicles; motorised, whether or not fitted with weapons, and parts of such vehicles",0,0,1,No
871310 - Invalid carriages; not mechanically propelled,0,0,1,Yes
871390 - Invalid carriages; mechanically propelled,0,0,1,Yes
871420 - Invalid carriages; parts and accessories thereof,0,0,4,Yes
871500 - Baby carriages and parts thereof,0,0,1,Yes
"880100 - Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft",0,0,1,Yes
880211 - Helicopters; of an unladen weight not exceeding 2000kg,0,0,1,Yes
880212 - Helicopters; of an unladen weight exceeding 2000kg,0,0,1,No
880220 - Aeroplanes and other aircraft; of an unladen weight not exceeding 2000kg,0,0,2,No
"880230 - Aeroplanes and other aircraft; of an unladen weight exceeding 2000kg but not exceeding 15,000kg",0,0,2,No
"880240 - Aeroplanes and other aircraft; of an unladen weight exceeding 15,000kg",0,0,2,Yes
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,0,0,1,No
"880510 - Aircraft launching gear, deck-arrestor or similar gear and parts thereof",0,0,1,Yes
880521 - Air combat simulators and parts thereof,0,0,1,No
880529 - Other,0,0,2,Yes
890120 - Tankers,0,0,5,No
"890130 - Vessels, refrigerated; other than tankers",0,0,3,No
"890399 - Yachts and other vessels; for pleasure or sports, rowing boats and canoes, n.e.s. in heading no. 8903, other than inflatable",0,0,1,Yes
890510 - Dredgers,0,0,1,No
890520 - Floating or submersible drilling or production platforms,0,0,1,No
"890590 - Vessels; light, fire-floats, floating cranes and other vessels, the navigability of which is subsidiary to their main function, floating docks",0,0,2,Yes
890610 - Warships,0,0,1,No
890690 - Other,0,0,3,Yes
890710 - Rafts; inflatable,0,0,1,Yes
"890790 - Floating structures; tanks, coffer-dams, landing stages, buoys and beacons",0,0,2,Yes
890800 - Vessels and other floating structures; for breaking up,0,0,1,Yes
"900110 - Optical fibres, optical fibre bundles and cables; excluding those of heading no. 8544",0,0,2,Yes
"900120 - Optical elements; polarising material, sheets and plates thereof",0,0,1,Yes
"900130 - Lenses, contact; unmounted, of any material, excluding elements of glass not optically worked",0,0,1,Yes
"900140 - Lenses, spectacle; unmounted, of glass, excluding elements of glass not optically worked",0,0,1,Yes
"900150 - Lenses, spectacle; unmounted, of materials other than glass",0,0,1,Yes
"900190 - Optical elements; lenses n.e.s. in heading no. 9001, prisms, mirrors and other optical elements, unmounted, of any material (excluding elements of glass not optically worked)",0,0,2,Yes
"900211 - Lenses; objective, for cameras, projectors or photographic enlargers or reducers, mounted, being parts or fittings for instruments or apparatus, of any material (excluding glass not optically worked)",0,0,1,Yes
"900219 - Lenses; objective, (other than for cameras, projectors or photographic enlargers or reducers), mounted, of any material (excluding elements of glass not optically worked)",0,0,1,Yes
"900220 - Filters; mounted as parts or fittings for instruments or apparatus, of any material (excluding elements of glass not optically worked)",0,0,3,Yes
"900290 - Optical elements; n.e.s. in heading no. 9002 (eg prisms and mirrors), mounted, being parts or fittings for instruments or apparatus, of any material (excluding elements of glass not optically worked)",0,0,3,Yes
"900311 - Frames and mountings; for spectacles, goggles or the like, of plastics",0,0,1,Yes
"900319 - Frames and mountings; for spectacles, goggles or the like, of materials other than plastics",0,0,1,Yes
"900390 - Frames and mountings; parts for spectacles, goggles or the like",0,0,1,Yes
"900410 - Sunglasses; corrective, protective or other",0,0,1,Yes
"900490 - Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",0,0,3,Yes
900510 - Binoculars,0,0,1,Yes
"900580 - Monoculars; other optical telescopes and astronomical instruments, excluding instruments for radio-astronomy",0,0,2,Yes
"900590 - Binoculars, monoculars, other optical telescopes, astronomical instruments (excluding those of radio-astronomy); parts and accessories (including mountings)",0,0,2,Yes
"900630 - Cameras, photographic (excluding cinematographic); specially designed for underwater use, aerial survey, medical or surgical examination of internal organs; comparison cameras for forensic or criminological use",0,0,1,Yes
"900640 - Cameras, photographic (excluding cinematographic); instant print cameras",0,0,1,No
"900653 - Cameras, photographic (excluding cinematographic); of a kind (not SLR) for roll film of a width of 35mm",0,0,2,Yes
"900659 - Cameras, photographic (excluding cinematographic); of a kind (not SLR) for roll film n.e.s. in heading no. 9006",0,0,6,Yes
900661 - Photographic flashlight apparatus; discharge lamp (electronic),0,0,1,Yes
900669 - Photographic flashlight apparatus; n.e.s. in heading no. 9006,0,0,1,Yes
"900691 - Cameras, photographic (excluding cinematographic); parts and accessories",0,0,4,Yes
"900699 - Photographic flashlight apparatus; parts and accessories, for other than cameras",0,0,2,Yes
900710 - Cameras,0,0,1,Yes
900720 - Projectors,0,0,2,Yes
"900791 - Cameras, cinematographic; parts and accessories, whether or not incorporating sound recording apparatus",0,0,1,Yes
"900792 - Projectors, cinematographic; parts and accessories, whether or not incorporating sound reproducing apparatus",0,0,1,Yes
"900850 - Projectors, enlargers and reducers",0,0,2,Yes
901010 - Photographic laboratory apparatus and equipment; for automatically developing photographic (including cinematographic) film or paper in rolls or for automatically exposing developed film to rolls of paper,0,0,1,No
